,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,level
1379,1379,52436,2022-L9GN4Z,{น้ำท่วม},"เขตตลิ่งชัน,ฝ่ายโยธา เขตตลิ่งชัน,สำนักการโยธา กทม.,ผอ.เขตตลิ่งชัน (นางชดาวรรณ),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต),ศูนย์ก่อสร้างและบูรณะถนน 1 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),สำนักงานวิศวกรรมทาง สำนักการโยธา (สวก.สนย.) กทม.,รองปลัดฯ นายณรงค์ เรืองศรี,ส่วนวิศวกรรมทาง 2 สำนักงานวิศวกรรมทาง (สวก.สนย.)",น้ำท่วมขังไม่ระบาย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/42d400dec4258dfd8b86593bffb96bf10f85ccbf.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-08/1691134486959.jpeg,"100.42586,13.79808",95 ถนน พุทธมณฑลสาย 1 แขวง บางระมาด เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย,ฉิมพลี,ตลิ่งชัน,กรุงเทพมหานคร,2022-06-25 12:03:44.030881+00,เสร็จสิ้น,,0,2023-08-04 07:34:47.900607+00,1.0
1380,1380,52535,2022-FG8PUQ,"{คลอง,น้ำท่วม,ทางเท้า,ถนน}","เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",แจ้งปัญหาเวลาฝนตกแล้วน้ำท่วมขังถนนเลยฟุตบาท ที่ถนนพระรามสอง ซอย 69 ใกล้กับโลตัสพระราม2 อยากให้มาช่วยขุดลอกคลองครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/5532e99754dadd79d8677286e379142ebb2070d0.jpg,,"100.42935,13.64268",110 ถ. พระราม 2 ซ. 69 แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2022-06-25 12:45:48.591853+00,เสร็จสิ้น,5.0,0,2022-06-25 15:10:14.600806+00,2.0
1387,1387,53347,2022-AZWZYQ,"{ถนน,น้ำท่วม}","เขตสวนหลวง,ฝ่ายโยธา เขตสวนหลวง,ผอ.เขตสวนหลวง (นายบัญชา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ถนนในซอยอ่อนนุช 10 หน้าเซเว่นเป็นหลุมบ่อ มีน้ำท่วมขัง,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/8a1788cb37abe0a6bf4889cccc5cf4a750e0d6ba.jpg,,"100.60992,13.71068",81 อ่อนนุช 10 แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-06-26 03:14:19.402223+00,เสร็จสิ้น,,0,2023-02-07 07:39:47.460792+00,1.0
1401,1401,54362,2022-BA7DU8,"{น้ำท่วม,ถนน}","เขตลาดกระบัง,ผอ.เขตลาดกระบัง (นายธนะสิทธิ์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ช่วยระบายน้ำท่วมขัง ปลายถนนร่มเกล้า 1 ก่อนจะออกถนนพัฒนาชนบท 3,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/629c8d9c4f9124b4130b227d6ec9280a91a99a36.jpg,,"100.71701,13.73146",70/1 ถนน ร่มเกล้า 1 แขวง คลองสองต้นนุ่น เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,คลองสองต้นนุ่น,ลาดกระบัง,กรุงเทพมหานคร,2022-06-26 12:11:08.566058+00,เสร็จสิ้น,,0,2023-08-16 07:34:19.413502+00,1.0
1404,1404,54583,2022-NHFUDU,{น้ำท่วม},"เขตสวนหลวง,ฝ่ายโยธา เขตสวนหลวง,ผอ.เขตสวนหลวง (นายบัญชา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)","ปัญหาน้ำท่วมขังในซอย
ถ.พัฒนาการ ซอย54
บริเวณหน้า7-11มีน้ำท่วมขังตลอดเวลา",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/38fe19621f16420586c5618ef47471efb7b8c80c.jpg,,"100.63831,13.73246",71 พัฒนาการ แขวง สวนหลวง แขวงสวนหลวง กรุงเทพมหานคร 10250 ประเทศไทย,สวนหลวง,สวนหลวง,กรุงเทพมหานคร,2022-06-26 13:52:53.167606+00,เสร็จสิ้น,4.0,0,2023-02-07 07:42:10.909325+00,1.0
1414,1414,55432,2022-6PY4FP,{น้ำท่วม},"เขตทุ่งครุ,ฝ่ายโยธา เขตทุ่งครุ,ผอ.เขตทุ่งครุ (นายพงค์ศักดิ์),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ทุกครั้งที่ฝนตกบริเวณในซอยจะท่วมสูงครับ ทำให้เกิดปัญหาในการเข้าออกจากพื้นที่ครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/aa4516a991c9219ecefcd989182464096b43121f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/eee0ab005aa3f7628702085ef5e577b4f8278f3e.jpg,"100.51676,13.64952",JGX8+QPR แขวง บางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,บางมด,ทุ่งครุ,กรุงเทพมหานคร,2022-06-27 04:30:30.050073+00,เสร็จสิ้น,,0,2022-07-06 12:11:00.063833+00,2.0
1421,1421,55720,2022-B7H334,"{ความปลอดภัย,ถนน,น้ำท่วม}","เขตบึงกุ่ม,ฝ่ายโยธา เขตบึงกุ่ม,ผอ.เขตบึงกุ่ม (นายสมพร),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ถนนบริเวณดังกล่าวทำให้เกิดอันตรายต่อคนเดินอีกทั้งตอนฝนตกเกิดน้ำท่วมขังบ่อยๆ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/4336974a707d2cb8dcc4a5b3ecb06d962c61de4b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/e51e88c0be6c364e25b8efa0004869e8c3f3c59d.jpg,"100.64999,13.81351",26/66 ถ. ประเสริฐมนูกิจ แขวง นวลจันทร์ เขต บึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร,2022-06-27 06:46:10.912575+00,เสร็จสิ้น,5.0,0,2022-06-30 02:21:46.896573+00,1.0
1424,1424,56039,2022-3NAPZM,{น้ำท่วม},"เขตบางกะปิ,ฝ่ายโยธา เขตบางกะปิ,ผอ.เขตบางกะปิ (นายไพรัตน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)","น้ำท่วมขังบริเวณนี้ทุกครั้งที่มีฝนตก 

ถ้าฝนตกเบา น้ำจะท่วมขังประมาณในรูปนี้

แต่ถ้าฝนตกหนัก จะท่วมลึกจนสามารถทำให้รถดับได้ (มีรถดับทุกครั้งที่ฝนตกหนัก)

บริเวณนี้ เป็นเส้นทางเดินรถหลักของหลายหมู่บ้านเพื่อจะออกมาปากซอย 

น้ำท่วมแบบนี้เกิดมาหลายครั้งในรอบปี แต่เป็นมาหลายปีแล้ว ไม่เคยมีหน่วยงานไหนมาแก้ไข",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/7f4b3ff7af37c1523d921725c134b55d1e0344cf.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/9dd3334666c6a723701225fe483bacd9ca092a4b.jpg,"100.62428,13.80560",2959 ถนน ลาดพร้าว แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,คลองจั่น,บางกะปิ,กรุงเทพมหานคร,2022-06-27 09:27:54.479543+00,เสร็จสิ้น,5.0,0,2022-09-23 02:58:55.753894+00,1.0
1426,1426,56117,2022-3AWAPR,"{สะพาน,น้ำท่วม}","เขตสะพานสูง,ฝ่ายโยธา เขตสะพานสูง,กรมทางหลวง,ผอ.เขตสะพานสูง (นายสุพจน์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",จุดกลับรถใต้สะพานมอเตอร์ไซค์ก่อนข้ามไปฝั่งกรุงเทพกรีฑาใกล้สุเหร่าซีรอ น้ำขังไม่ระบายเลย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/182f43ac1d9c4a09d1ed8009c851f4c5f4460d3d.jpg,,"100.69614,13.76194",12 ซอย 01 กาญจนาภิเษก 15 แขวง สะพานสูง เขตสะพานสูง กรุงเทพมหานคร 10240 ประเทศไทย,สะพานสูง,สะพานสูง,กรุงเทพมหานคร,2022-06-27 09:45:15.55206+00,กำลังดำเนินการ,,0,2023-01-30 07:25:15.179347+00,1.0
1429,1429,56195,2022-CGWKPX,{น้ำท่วม},"เขตบางขุนเทียน,ผอ.เขตบางขุนเทียน (นางภัสรา),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",น้ำท่วมขังในซอยตลอดปี น้ำขึ้นตามช่วงน้ำขึ้น และไม่ลดลงค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/653be545f30ea8069002c6f3a354c3e63f1e8142.jpg,,"100.44172,13.61410",10/109 เทียนทะเล แขวง ท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,2022-06-27 10:05:28.980753+00,เสร็จสิ้น,,0,2022-06-27 12:51:55.541454+00,1.0
